YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345,最高温度℃,最低温度℃平均温度℃相对湿度(平均),,,降雨量（mm）
20140408,5195.85904,5111.594656,5048.642944,5020.094656,4972.508608,4929.750592,4889.686048,4835.963584,4793.853472,4781.012032,4751.515936,4731.054016,4699.335136,4666.885504,4667.651392,4648.68112,4627.092352,4615.383424,4595.449888,4585.813792,4591.122784,4603.48096,4620.490432,4658.642944,4706.057056,4834.52128,4908.273472,5022.1192,5135.584384,5297.28016,5565.168448,5934.610432,6883.023424,7770.911392,8135.073472,8361.266848,8440.890592,8578.17904,8605.122784,8714.910592,8756.014336,8797.589728,8845.163104,8886.083104,8894.785024,8858.69872,8665.465984,8270.24128,7316.009728,6499.293472,6470.793472,6501.929728,6556.80112,6755.994976,7309.352512,8054.724064,8300.126848,8446.646848,8542.296256,8581.991872,8646.097216,8681.031232,8704.252192,8747.246848,8802.48064,8879.655616,8900.337856,8864.437216,8791.671232,8642.22064,8024.365984,7562.745184,7477.750912,7602.888928,7933.855936,8316.652192,8478.090592,8587.662784,8588.405344,8461.2016,8363.408128,8320.802464,8329.089088,8239.48192,8093.007808,7940.1184,7800.937696,7621.947808,7454.622784,7222.122784,7010.888608,6739.764064,6499.213792,6184.78192,5955.632512,5729.389888,22.5,19.3,20.7,90,3
20140409,5555.325184,5433.456256,5382.245344,5342.672032,5274.176416,5250.350272,5194.0384,5177.122144,5109.304384,5084.904064,5061.65968,5013.869248,4980.046528,4946.386528,4922.077696,4914.91984,4898.40016,4874.426368,4869.368608,4845.730432,4862.99968,4848.387328,4885.0384,4903.193632,4947.68032,5062.484704,5176.367488,5263.903264,5371.38064,5529.526528,5776.822144,6133.236256,7076.512192,7912.125184,8241.65968,8471.09968,8597.805664,8754.152512,8790.989728,8889.764704,8938.489408,8990.108128,9065.53936,9097.455616,9085.785664,9061.755616,8829.790048,8446.510048,7441.474816,6670.334656,6654.822784,6714.882784,6776.257216,6990.349888,7601.491072,8377.466848,8588.2,8765.925664,8781.56032,8852.13808,8884.756576,8941.451872,8995.035616,9029.725984,9101.390272,9167.957536,9184.004704,9151.823104,9036.20128,8811.933472,8280.777856,7709.197696,7636.003744,7789.350112,8126.644384,8545.06192,8735.163424,8854.977856,8850.989728,8749.324384,8607.052192,8574.85936,8571.994336,8513.465344,8316.908128,8186.749408,8035.969408,7818.7384,7630.690912,7436.78032,7233.710272,6957.173632,6682.88032,6388.885504,6176.814496,5928.127168,28.6,20.6,23.7,82,0
20140410,5763.928768,5654.993632,5580.755296,5510.510272,5463.022624,5442.45904,5380.134016,5354.133472,5317.249888,5287.876576,5253.634336,5230.787968,5191.516096,5181.642304,5155.97824,5143.032832,5116.783744,5079.149728,5066.744704,5054.728288,5039.313472,5027.365984,5039.632192,5093.964064,5101.803904,5227.064704,5318.455936,5435.572192,5529.726208,5678.011552,5885.502784,6246.228448,7139.626048,8078.888128,8409.727168,8642.564704,8723.157856,8830.09936,8925.209728,8975.707168,9026.846848,9072.1984,9126.728128,9142.302784,9137.42032,9103.729408,8883.535936,8493.807808,7397.033632,6676.027168,6660.95968,6685.372192,6818.342464,7030.87984,7658.72032,8369.71936,8606.71936,8783.625664,8816.071552,8863.61872,8884.48192,8935.310272,8971.683424,9021.716896,9077.437216,9165.837856,9180.87808,9101.814016,9024.802144,8767.525024,8214.074656,7654.527328,7530.828448,7672.5184,7993.810912,8426.59936,8641.0984,8806.450048,8751.88096,8678.7784,8530.485664,8475.43936,8489.55808,8452.35808,8243.935936,8099.002144,8014.362784,7783.807168,7572.05872,7348.177216,7146.366208,6896.432512,6640.285984,6335.890432,6128.622784,5910.689728,26.8,21.3,23.6,78,0
20140411,5685.013792,5608.395616,5549.713312,5524.474816,5475.824704,5430.70096,5371.207648,5344.59856,5300.446528,5274.013312,5242.196416,5202.9616,5189.803264,5164.928128,5169.222784,5132.185984,5107.493632,5086.942144,5074.473472,5062.290592,5076.087808,5070.436576,5081.267488,5089.290592,5129.4616,5227.385344,5331.328768,5437.169248,5525.189728,5657.005984,5865.710752,6235.06,6224.20144,7084.885984,7437.371392,7641.693472,7737.272512,7876.686208,7910.628448,7938.132832,8006.132512,8104.191232,8176.572832,8212.312192,8241.20032,8217.337216,8077.42096,7726.576576,6760.02112,6191.45872,6170.770912,6254.38,6371.108608,6528.151072,7072.574656,7829.142784,8003.457856,8191.365664,8253.61936,8298.325024,8373.5584,8439.812512,8479.346848,8555.587168,8642.183104,8706.505024,8734.273792,8698.81936,8629.349728,8426.32,7923.79984,7426.202464,7374.049888,7492.293952,7808.176096,8220.005344,8415.832192,8547.4384,8554.553152,8469.176896,8341.583104,8315.413792,8307.716896,8281.485664,8095.12,7966.625344,7836.007648,7682.263744,7479.007648,7310.502304,7099.002784,6835.807168,6601.730272,6320.302624,6107.672992,5888.745184,28.6,20.1,23.6,75,0
20140412,5720.075296,5621.514496,5566.355296,5524.67824,5472.992512,5411.462464,5376.675136,5332.107328,5272.675936,5235.455296,5221.34032,5187.157216,5145.031552,5111.742784,5089.02016,5076.774016,5050.03984,5022.550912,4990.102624,4991.15872,5005.330912,4983.842464,5017.6816,5028.190048,5034.271552,5129.190592,5174.125984,5261.176096,5342.124064,5503.371712,5734.691872,6091.450912,7006.411552,7888.162144,8215.72192,8428.956256,8558.69968,8668.54192,8751.572512,8829.625024,8900.455936,8965.726528,9034.726528,9071.870272,9082.616896,9048.966208,8888.916256,8500.069408,7520.49904,6706.336096,6696.916096,6738.435136,6790.489888,7017.584704,7560.0016,8378.804704,8547.777856,8672.250592,8759.775616,8783.352832,8805.925024,8841.690592,8872.05808,8928.707488,8983.31968,9039.006208,9079.70128,8977.714336,8862.037216,8652.685024,8010.572512,7526.973952,7378.288768,7452.697696,7706.905984,8025.00064,8177.951872,8212.010272,8192.462464,8127.22192,7983.984064,7941.511072,7934.823424,7921.507648,7735.69984,7645.323904,7550.79856,7408.533472,7296.282304,7141.392832,6970.617856,6772.365184,6597.190912,6303.152032,6127.770112,5915.44096,29.1,21.5,24.6,77,0
20140413,5748.850432,5666.730592,5597.877856,5568.766048,5505.717856,5439.206848,5401.514656,5341.965184,5287.24048,5238.187168,5210.028928,5184.605344,5142.162304,5123.59888,5123.132992,5091.83872,5067.094816,5035.694656,5010.991072,4971.050752,4975.23952,4967.622304,4954.349728,4962.205504,4936.813792,4982.707168,4983.97984,5010.142624,5054.457856,5144.573152,5243.671072,5508.76096,5981.037376,6619.570048,6847.430272,7000.269088,7085.095936,7181.508928,7282.434016,7381.809088,7443.594976,7522.951552,7602.530272,7644.402304,7684.008448,7668.0616,7559.77984,7274.992192,6537.0616,6040.208128,6031.515616,6110.805184,6126.629728,6256.051552,6598.182304,7076.64016,7210.004704,7307.448928,7346.048608,7392.583744,7390.205344,7441.514656,7451.688448,7513.827328,7594.572832,7632.63904,7665.149728,7597.293472,7538.85856,7398.69856,7026.812512,6693.79888,6557.643424,6488.756416,6582.41872,6699.268768,6819.304864,6889.628608,6875.026048,6830.462464,6755.903584,6760.467808,6784.84096,6836.193472,6744.164704,6740.883904,6712.677376,6671.683744,6547.392352,6487.286368,6354.988768,6199.175296,6015.70192,5797.811392,5624.724544,5452.8784,32.4,22.5,26.5,74,0
20140414,5309.230912,5243.31856,5181.51904,5143.772512,5087.723104,5043.644224,5001.815296,4961.872192,4922.32192,4875.525184,4844.462464,4814.003584,4784.167168,4762.794016,4731.70192,4711.022464,4679.065984,4665.87856,4628.154976,4616.212192,4629.364864,4645.09888,4665.136576,4696.356256,4736.367328,4828.533952,4905.306208,5030.017216,5128.464064,5313.097216,5562.229408,6019.663264,7025.75872,8083.5184,8514.482464,8786.393152,8953.874656,9100.436896,9165.946528,9247.96096,9320.082784,9385.332832,9443.56,9457.134016,9472.905664,9434.334976,9241.666528,8819.351872,7827.3784,6942.822304,6920.692192,6977.972512,7039.575136,7287.985984,7846.304704,8670.165664,8866.190272,9047.115616,9099.409408,9116.727808,9165.334336,9203.205664,9245.572192,9288.356896,9358.705024,9422.983744,9451.609408,9381.95968,9289.375936,9057.705664,8485.271872,7867.491232,7734.235936,7889.764864,8182.133152,8661.337216,8848.227808,8977.174336,8955.87808,8828.525344,8696.208448,8637.926848,8646.70192,8563.927168,8378.147488,8201.283424,8039.886208,7810.452832,7626.090112,7415.673952,7207.348768,6924.663904,6694.786048,6441.432832,6182.50192,5992.412512,26.6,24,25.1,79,0
20140415,5809.669888,5723.647168,5664.325984,5631.526528,5571.376096,5536.457056,5491.54192,5463.673312,5421.7216,5371.963744,5372.904544,5331.552352,5279.545984,5255.656576,5255.645824,5214.686848,5198.56096,5187.475936,5172.09808,5143.387648,5161.31968,5161.983424,5164.886368,5207.825824,5251.004704,5318.517376,5379.449248,5465.985664,5559.211552,5705.291392,5902.626208,6251.435296,7117.674016,8090.224384,8416.594336,8644.870912,8753.995936,8875.374976,8920.71808,8998.171552,9064.849408,9095.734336,9144.345664,9174.197536,9157.03936,9122.745664,8905.355296,8529.297856,7443.355936,6694.222624,6657.33856,6700.52032,6821.04112,6957.556096,7548.748768,8341.612192,8560.932832,8705.876896,8774.125984,8835.631552,8907.343744,8959.665664,8997.089728,9035.92192,9106.105984,9173.415616,9190.604704,9153.474016,9014.246848,8796.854656,8152.60192,7676.476576,7541.67904,7691.065024,7997.216416,8439.245344,8634.210592,8806.291552,8790.185344,8684.38192,8573.224384,8510.51968,8482.346848,8442.894016,8278.992832,8115.582784,7993.53856,7795.145344,7588.585024,7400.24128,7186.913632,6936.786208,6696.412672,6391.288288,6137.815456,5936.7592,28.5,21,23.3,67,0
20140416,5785.775296,5682.747808,5627.674816,5588.387008,5532.851392,5504.146528,5448.103744,5399.563264,5371.025344,5323.308448,5310.51952,5287.574176,5240.234656,5179.296256,5170.095136,5160.215776,5130.729088,5119.6816,5117.1184,5104.603744,5113.184224,5097.333472,5117.752192,5149.807168,5183.392192,5281.2784,5342.229088,5434.034656,5517.830272,5670.053632,5879.043904,6212.79904,7086.430048,8123.44192,8428.414336,8639.497216,8765.411872,8854.823104,8936.265664,9013.75936,9050.015296,9115.514656,9155.329408,9206.524384,9180.844384,9167.051872,8959.226848,8571.432832,7537.374016,6766.31872,6755.467648,6787.80016,6872.408608,7093.809088,7650.712192,8471.107168,8691.497536,8863.628128,8971.722784,8989.511872,9037.17808,9076.331872,9110.809408,9203.483104,9236.329408,9316.648768,9346.288768,9302.49904,9220.165984,9004.373152,8394.616576,7842.862144,7736.748928,7891.003744,8189.35936,8554.226848,8701.973152,8799.849088,8814.585664,8692.951552,8579.824384,8534.953792,8516.271232,8497.328128,8326.65808,8156.948128,8028.47968,7856.911072,7653.90016,7444.127488,7214.649088,6952.926208,6740.656096,6426.396736,6214.090048,6013.80016,26.5,21.5,23.5,76,0
20140417,5832.574816,5744.586208,5662.452832,5635.950112,5586.385024,5550.327328,5487.151552,5445.172192,5419.473472,5377.9984,5348.195296,5311.594336,5286.023584,5247.486208,5202.61936,5198.837536,5184.970912,5164.895296,5156.5816,5146.213312,5142.27904,5139.495136,5143.329088,5188.0216,5213.963584,5321.095456,5411.4616,5478.826528,5562.30016,5698.055296,5940.807808,6306.264064,7248.311392,8223.769408,8629.472512,8828.068768,8958.99808,9101.127808,9152.68192,9241.36096,9324.56032,9381.234976,9449.547808,9492.444064,9472.565344,9446.042464,9252.124384,8855.008768,7887.252832,6990.9784,7018.811392,7060.747168,7201.83904,7382.905984,7932.016096,8819.12032,9035.916256,9216.314656,9248.349088,9314.2216,9335.00128,9389.765344,9424.693792,9476.990272,9527.134336,9612.011872,9645.76192,9564.302464,9448.669408,9232.188448,8551.703104,7998.243904,7871.508928,8014.345984,8350.314016,8721.816256,8942.854336,9103.571872,9078.795616,8976.356896,8847.574336,8791.23904,8764.950592,8726.096896,8539.313152,8379.251872,8257.23904,8086.583104,7833.19984,7660.084864,7440.91888,7157.422624,6946.333792,6644.026048,6422.252512,6212.07952,29.7,21.8,25.1,74,0
20140418,6051.084544,5943.745984,5871.3784,5832.123904,5771.33872,5717.095936,5670.968128,5624.731552,5573.544544,5547.462784,5515.597216,5479.90192,5461.856416,5421.233632,5390.825824,5370.931072,5342.533312,5317.951552,5294.811232,5285.087488,5299.750912,5287.711072,5285.214016,5338.068448,5336.889088,5460.214816,5537.289088,5600.976256,5687.633632,5827.469248,6038.126848,6441.676096,7389.024064,8337.64192,8766.047488,9002.20192,9095.482144,9228.962464,9282.752512,9398.574016,9450.386848,9523.12096,9593.091232,9617.944384,9632.26192,9596.030272,9435.653152,8996.610592,7911.082624,7138.376416,7157.225344,7236.343744,7363.684864,7538.964064,8219.38192,9022.971232,9239.827168,9404.888128,9478.26064,9517.650592,9556.208128,9624.04,9673.134016,9712.451872,9755.191552,9800.211232,9813.57808,9753.34,9619.245664,9357.43936,8727.809728,8112.515296,7987.074976,8090.545024,8404.144384,8818.189408,9033.576256,9184.984384,9207.985984,9095.445664,8955.48064,8881.504384,8843.627488,8818.354336,8593.683424,8464.32064,8305.34032,8100.747808,7914.54112,7721.964064,7515.59968,7250.47888,7028.077216,6732.30016,6501.694816,6320.948608,29.3,21.6,24.9,78,0
20140419,6129.843904,6018.183424,5957.949088,5910.402784,5850.646048,5814.448768,5750.230912,5696.189728,5645.305984,5622.591232,5579.630272,5544.604864,5503.414816,5465.576896,5430.44176,5422.906048,5398.887808,5377.775776,5355.066688,5324.475136,5325.153472,5317.293472,5312.789728,5317.111552,5343.874816,5425.74016,5469.322624,5528.995936,5587.584064,5724.594976,5956.855456,6299.589088,7227.564064,8136.52,8509.935616,8691.182464,8830.870912,8979.874336,9022.613152,9132.953152,9167.964064,9259.155616,9338.233792,9364.884064,9384.722464,9365.19808,9159.16,8774.366848,7684.754656,6979.134016,6993.631072,7067.237536,7179.828928,7359.897376,7883.366368,8725.066528,8914.10032,9074.027488,9116.9416,9151.93936,9175.485664,9197.214016,9215.482144,9259.586848,9341.246848,9365.005024,9409.106848,9300.13936,9177.425344,8931.58192,8285.853472,7790.451232,7612.715296,7700.1784,7929.82144,8247.934336,8383.176256,8468.126848,8478.596896,8336.905024,8251.77808,8160.272512,8173.01872,8152.325344,7975.177216,7864.384864,7760.751232,7624.335136,7523.284864,7377.413632,7206.911392,7007.670112,6811.143904,6569.28016,6385.286848,6187.05808,29.9,21.5,25.4,76,0
20140420,5984.509408,5903.611552,5839.89904,5794.76128,5717.748928,5660.394016,5597.448448,5545.675936,5487.10096,5446.865344,5418.873472,5384.630752,5335.712512,5284.651552,5262.297376,5248.625344,5216.4208,5190.202144,5164.930912,5170.295296,5134.855456,5109.928768,5117.605984,5080.325344,5077.397536,5109.98176,5133.785344,5137.068448,5168.304064,5199.845344,5300.26096,5458.066048,5871.715936,6473.613952,6687.52,6842.167168,6946.516576,7047.331552,7132.3816,7205.071072,7303.575136,7373.628448,7448.107648,7534.4584,7547.937856,7559.8216,7494.567808,7226.01856,6605.596576,6095.792992,6064.59952,6086.982784,6193.427488,6199.997536,6463.81888,6933.170272,7039.39888,7140.234976,7178.512672,7184.235136,7208.465344,7249.363744,7267.389088,7313.922784,7385.316256,7423.348768,7433.627488,7389.91984,7362.469888,7237.546528,6897.209728,6637.032832,6502.7416,6447.66112,6500.2984,6627.654016,6730.463584,6806.433952,6836.04016,6742.610272,6700.487488,6696.631552,6721.593952,6784.645024,6687.609088,6652.1416,6639.007168,6553.882624,6501.505984,6385.366048,6300.831232,6110.945344,5942.573632,5738.927968,5581.065184,5405.356576,28.9,23.5,25.8,80,0
20140421,5281.415296,5192.289568,5127.402784,5076.394336,5027.167648,4987.593472,4941.590272,4886.131072,4847.333632,4809.912832,4795.794976,4749.293632,4706.902144,4670.3416,4647.88096,4627.884064,4611.087328,4604.828128,4583.985184,4589.407168,4582.4608,4601.629408,4615.176256,4626.043264,4701.714016,4825.38016,4897.908928,4966.685344,5092.131232,5288.474656,5546.666368,6007.771552,7106.349088,8164.115296,8672.551552,8951.402464,9142.249408,9291.983104,9383.085664,9479.931232,9566.73904,9656.902144,9729.69808,9757.624384,9768.923104,9717.237856,9517.808128,9088.772512,7997.917216,7202.38096,7215.213952,7265.7016,7362.814816,7542.654016,8149.747168,8971.472512,9191.48128,9387.52192,9497.106208,9488.47936,9516.091552,9552.58,9600.169408,9676.111552,9741.67936,9788.332192,9772.48,9725.993152,9576.086848,9368.872192,8780.573152,8119.815616,7974.94096,8110.005664,8426.228128,8882.30032,9094.71904,9236.36128,9246.47872,9154.637536,8993.912512,8946.142144,8921.365024,8920.633792,8685.91936,8547.266848,8392.793152,8171.632192,7898.113792,7712.04112,7475.596096,7206.374656,6980.650048,6714.508768,6473.873632,6270.255136,27.8,24.3,25.8,80,0
20140422,6109.383904,6022.52032,5961.010912,5920.867168,5879.17984,5827.578016,5778.510592,5735.54032,5693.769088,5660.327968,5629.967968,5593.132672,5565.474016,5515.68016,5502.544864,5491.750912,5494.462144,5420.905024,5423.837056,5396.856736,5395.470592,5414.149408,5411.450752,5436.1384,5466.366688,5554.568128,5609.335936,5697.130912,5765.25904,5909.963584,6116.42176,6487.396096,7462.755136,8454.572512,8866.545664,9085.33936,9236.744704,9373.809088,9412.453792,9487.976896,9557.575936,9628.82032,9672.485344,9697.05808,9704.73808,9702.274336,9509.413792,9113.794336,8140.132192,7263.783904,7289.284864,7355.022304,7414.655296,7613.427328,8206.167808,9041.13808,9252.768448,9428.944384,9493.50064,9559.832512,9611.483104,9649.165024,9677.40064,9706.775296,9755.209408,9812.20192,9833.003104,9771.911872,9684.86032,9441.270592,8858.45968,8250.036256,8165.404384,8272.032832,8555.292832,8936.27968,9113.062144,9234.005344,9229.286848,9128.852512,9010.655296,8945.516896,8935.135936,8881.014976,8676.074656,8484.389728,8331.773152,8138.893792,7911.725344,7700.953792,7475.349088,7181.14096,6955.124704,6658.69984,6467.676256,6245.725984,27.4,23.1,24.8,85,0.1
20140423,6122.935936,6019.43968,5951.027488,5924.069728,5850.932992,5833.066528,5779.334656,5741.127328,5683.495456,5623.817056,5608.216096,5594.709088,5551.26016,5525.39872,5487.271552,5453.012032,5431.227808,5421.470272,5407.475296,5395.72192,5390.667328,5391.251872,5400.107008,5417.695936,5418.085984,5506.634656,5546.607808,5635.174816,5685.603904,5848.308448,6060.189088,6429.362944,7399.226368,8311.594336,8632.610272,8872.993792,9002.906848,9129.323104,9146.654656,9204.209728,9254.975296,9305.74192,9384.89968,9423.805984,9432.568768,9398.105344,9229.208128,8819.028448,7752.754816,6934.515136,6933.576256,6948.7216,7003.407808,7240.862464,7886.330272,8628.328768,8820.823744,8978.865664,8993.130592,9061.129408,9089.654656,9123.512512,9161.96032,9203.063104,9284.85808,9369.169408,9403.802464,9373.104064,9315.030592,9070.294336,8507.794336,7965.907648,7900.456096,8004.245344,8286.454336,8581.043104,8761.22032,8839.428448,8821.248448,8774.693152,8634.714016,8594.549728,8578.743424,8556.21808,8351.170912,8209.269088,8061.970048,7879.353952,7736.128768,7475.386528,7252.353472,7003.086208,6774.283744,6477.608608,6272.307808,6049.833472,24.1,20.9,22.8,90,2.5
20140424,5901.043744,5821.451872,5772.197056,5739.682144,5694.747808,5651.564224,5605.12096,5566.455136,5537.95888,5482.163584,5453.365984,5414.71984,5379.430912,5357.192032,5327.426368,5298.1816,5281.213312,5270.092192,5244.063904,5248.755616,5259.023104,5252.215936,5249.92,5281.60144,5308.797856,5416.894336,5478.567328,5598.70192,5660.593792,5811.977536,6014.504704,6388.889728,7345.705984,8283.157216,8661.327808,8876.624704,9008.11936,9130.10128,9173.723104,9240.11968,9287.3416,9358.874656,9418.62064,9424.057216,9459.692512,9415.297216,9226.576576,8824.283104,7791.837376,6961.203424,6939.912352,7015.308928,7080.202624,7283.197216,7877.797216,8663.889088,8882.331232,9082.983424,9131.711872,9154.725664,9224.874016,9240.422464,9296.771872,9350.38192,9397.436896,9476.21968,9526.597216,9434.467168,9336.290272,9091.346848,8473.987168,7941.972832,7846.823584,7963.26112,8259.910048,8701.4584,8887.544704,8988.423424,8970.234976,8906.87968,8775.990592,8731.165024,8706.27808,8659.176256,8456.257216,8342.990272,8160.490048,7978.842304,7773.66016,7578.750112,7346.263744,7099.528768,6861.855136,6548.071072,6318.674176,6121.312192,25.4,21.7,23.3,85,0
20140425,5968.505344,5872.797856,5829.328768,5781.867808,5737.565824,5695.131232,5652.096256,5610.522304,5559.852832,5522.963584,5504.8816,5467.986208,5445.803584,5394.867328,5373.28096,5357.65888,5331.586528,5311,5301.464704,5278.571872,5301.614656,5279.103904,5301.241984,5335.702624,5372.047168,5468.806528,5541.234976,5630.309728,5689.355296,5841.531232,6064.365184,6430.1392,7359.127648,8263.3216,8631.975616,8885.034976,9009.689728,9157.033792,9221.111872,9311.747488,9373.743424,9452.917216,9507.747808,9558.40096,9546.145024,9514.93936,9332.483104,8905.528768,7868.666368,7072.49872,7075.863424,7140.52,7254.634816,7448.952352,8045.875936,8875.128448,9110.851552,9285.24064,9366.709408,9406.470592,9467.662144,9503.393152,9563.07808,9599.694976,9687.003424,9722.087488,9768.308128,9686.043424,9558.654016,9324.326848,8729.185024,8112.74128,7973.173792,8092.011232,8373.344704,8822.092192,8990.344384,9158.21968,9173.644384,9079.770592,8927.543104,8880.243424,8852.56096,8834.207488,8596.134976,8475.583744,8317.374976,8145.765664,7905.371392,7733.911072,7508.277856,7239.315136,7001.34016,6744.573472,6522.023584,6324.145024,28.5,22.8,24.9,82,0
20140426,6140.493472,6060.037696,5989.93984,5952.28144,5884.747648,5830.424704,5794.197376,5737.3408,5697.054016,5662.027168,5622.124864,5574.81904,5546.62,5510.855296,5499.885184,5488.586848,5438.997856,5408.757376,5388.326368,5381.583424,5393.270752,5376.73936,5386.103104,5369.151712,5415.87904,5499.995776,5517.125824,5560.111072,5660.83888,5806.188448,5989.045024,6336.410272,7242.916576,8162.070592,8509.53904,8732.047168,8862.755296,8989.529728,9044.390272,9166.630912,9264.37936,9321.206848,9427.871872,9479.668768,9471.4,9442.676896,9235.103104,8851.547488,7818.977536,7037.594656,7013.025184,7026.60112,7086.473632,7245.55888,7790.656576,8448.870592,8649.116896,8792.396896,8823.265984,8841.530272,8851.727488,8887.976896,8901.187168,8940.025024,8999.814016,9017.44,9062.169088,8974.794976,8856.194656,8644.65808,8063.490592,7526.671072,7399.203424,7495.608928,7679.371552,7965.51904,8135.269408,8267.513152,8226.855616,8162.388448,8001.957376,7969.687168,7971.6184,7952.150272,7785.505024,7695.005344,7592.437216,7453.674016,7304.374816,7131.7384,6970.943584,6755.364064,6568.882624,6303.28,6114.16096,5943.132352,27.3,21.1,23.8,87,19.6
20140427,5784.803104,5697.327808,5629.411552,5594.065024,5527.4416,5497.243744,5432.150272,5391.89968,5324.176576,5308.52128,5278.50016,5228.102464,5195.733952,5152.40128,5123.065504,5103.195136,5080.251232,5058.744064,5033.710048,5016.787168,4995.1216,5006.85856,4995.16,5003.606848,5016.157216,5047.6984,5095.047808,5119.830592,5155.4008,5237.710912,5364.053632,5611.097536,6148.537216,6852.88144,7080.04144,7247.942464,7367.814976,7462.133632,7533.17872,7641.107488,7747.115296,7805.911072,7895.802304,7940.806048,7974.52,7976.902624,7845.21904,7547.416096,6798.989728,6255.33952,6240.802144,6296.415616,6362.854336,6457.324864,6846.973792,7352.007808,7481.423584,7600.504864,7610.593792,7645.85872,7672.71904,7684.226368,7710.022144,7742.965024,7824.13984,7873.596256,7876.266208,7838.749888,7757.072512,7614.936256,7193.483584,6861.591232,6689.61904,6693.043744,6717.366208,6824.76112,6950.087488,7020.608608,7013.394976,6944.287168,6884.887648,6866.712832,6907.765024,6918.266368,6813.563584,6829.390048,6790.64032,6696.070912,6615.16096,6526.093792,6375.432352,6197.717536,6027.352192,5805.196576,5609.422144,5480.637376,29.8,20.9,24.4,79,0
20140428,5340.768448,5280.056416,5194.697536,5161.205824,5113.904704,5075.61808,5020.758016,4967.514016,4916.836096,4881.227008,4854.097216,4813.076896,4777.092352,4748.022784,4716.952192,4702.433632,4680.549568,4675.684864,4657.734976,4652.985664,4682.416576,4689.951232,4679.229088,4693.342624,4749.290272,4840.130752,4922.43808,5032.188928,5128.765024,5290.870912,5539.2616,5969.937856,7015.153792,7961.854816,8355.59968,8609.329408,8714.126848,8849.846848,8945.694976,9052.204384,9060.944704,9137.336896,9214.423744,9247.213792,9278.271232,9250.952512,9073.83808,8641.611232,7683.484864,6888.127648,6891.953632,6962.937856,7068.276256,7300.143904,7951.705984,8717.186848,8959.553152,9113.576896,9174.785344,9223.013152,9279.937216,9319.575616,9359.205664,9407.531872,9464.477536,9547.55968,9565.324384,9492.124384,9365.516896,9147.97936,8564.087488,7958.045344,7823.752672,7992.487648,8292.393472,8718.009088,8908.6984,9084.735616,9105.857536,9003.431872,8871.26032,8800.968448,8779.724704,8745.81808,8529.272512,8418.35968,8234.891872,8026.225024,7813.002784,7589.65984,7397.394016,7133.5984,6903.58,6599.414656,6400.591552,6173.104864,29.2,21.7,24.8,64,0
20140429,6012.415936,5923.964224,5852.134816,5842.93888,5764.735936,5729.010112,5687.4616,5657.0992,5591.137216,5551.493152,5539.971232,5513.98096,5458.415296,5437.362304,5413.623424,5366.383264,5364.423424,5332.343584,5323.612192,5301.0616,5293.612192,5292.985984,5299.891552,5333.605504,5329.433152,5429.386048,5490.7216,5571.912832,5644.31824,5782.06096,5958.136576,6338.265664,7216.788928,8218.208128,8548.78192,8786.707168,8922.251872,9034.448128,9127.682464,9183.227488,9251.650048,9324.09808,9387.137536,9429.185344,9418.172512,9381.13936,9170.33968,8802.437536,7786.135936,6974.644864,7005.091552,7068.248608,7200.288928,7372.267168,7974.511552,8739.30064,8942.422144,9136.734016,9174.727168,9213.07936,9249.176896,9301.34032,9317.547808,9393.49936,9417.28,9496.35808,9516.270592,9449.815936,9317.268448,9138.791872,8473.786528,7972.13872,7887.147328,7976.270272,8267.523424,8556.404704,8743.12192,8869.644064,8885.38192,8768.713792,8615.8984,8570.042464,8571.5416,8506.422784,8311.510048,8195.98192,8024.20192,7835.624704,7657.448608,7478.382304,7242.565024,6994.108768,6755.433952,6474.96016,6250.117216,6070.95904,27.8,22.1,24.8,65,0
